city,luas_bangunan_m2,luas_tanah_m2,jumlah_kamar_tidur,jumlah_kamar_mandi,garasi,tahun_dibangun,sertifikat,kondisi,latitude,longitude,harga
Jakarta Barat,591,654,5,4,1,1992,HGB,Butuh Renovasi,-6.33595754180425,106.9470630261987,6583060718
Jakarta Utara,410,678,7,6,1,1982,SHM,Sedang,-6.175039372651942,106.89103349705178,4853007974
Jakarta Timur,481,664,2,1,1,1991,SHM,Bagus,-6.1348683921783405,106.69895950476791,5429535242
Depok,413,673,7,7,0,2008,HGB,Bagus,-6.373508038467803,106.98643339875717,3630870137
Bekasi,425,692,1,1,1,2010,SHM,Sedang,-6.231076107009153,106.72729092271307,3886545861
Jakarta Pusat,86,254,5,5,3,2020,SHM,Bagus,-6.312752809814029,106.91858174455531,1868609912
Bogor,277,535,6,5,1,2015,SHM,Sedang,-6.103658158246793,106.883563689737,2479789320
Jakarta Barat,329,555,1,1,3,1981,Girik,Bagus,-6.282408514458911,106.7400089753429,4339810790
Jakarta Timur,598,630,5,5,2,2001,SHM,Baru,-6.3700879391710705,106.73463426435619,6018509704
Jakarta Timur,301,514,4,4,0,2001,HGB,Sedang,-6.316349831172358,106.9585048299855,3921224527
Bekasi,155,204,3,2,0,2020,SHM,Bagus,-6.221156563564181,106.81430237551987,1236571088
Depok,283,492,5,5,2,2010,SHM,Sedang,-6.423368720027648,106.88946448453572,2789389541
Tangerang,105,133,4,4,3,1993,SHM,Baru,-6.238739327922566,106.84130272123414,1009251213
Bekasi,92,130,2,1,0,2008,HGB,Bagus,-6.124071334287385,106.9127531254643,795138504
Bogor,417,516,4,4,1,2014,HGB,Bagus,-6.152373024319752,106.83335756001259,2872924934
Jakarta Utara,74,246,2,2,3,1988,HGB,Bagus,-6.426314262169706,106.77196157288179,1364820936
Jakarta Selatan,478,494,5,4,0,2011,HGB,Sedang,-6.102313542441326,106.79628267871888,6208327669
Tangerang,53,108,2,2,2,2006,SHM,Bagus,-6.205445576703642,106.95490486222411,984482617
Depok,387,612,4,4,3,1989,HGB,Bagus,-6.393201711490092,106.82977110173528,3360396435
Jakarta Barat,333,378,7,6,0,2004,SHM,Butuh Renovasi,-6.445654368790702,106.74830378631827,3615551094
Tangerang,318,384,3,3,2,2012,SHM,Sedang,-6.3900510772977475,106.97907372418472,2761776229
Jakarta Pusat,145,341,1,1,3,1990,HGB,Bagus,-6.156638427759991,106.93491214607948,2514367403
Depok,215,356,1,1,1,2016,HGB,Bagus,-6.442426236269193,106.69781316673799,1980047001
Jakarta Utara,579,601,3,3,3,1988,SHM,Bagus,-6.368398443733669,106.99966174783377,5433314214
Jakarta Pusat,60,153,6,5,1,1986,HGB,Sedang,-6.184943041632794,106.90237654286084,1429992080
Tangerang,92,333,1,1,3,1986,HGB,Bagus,-6.244861312435653,106.731285311693,1352338953
Jakarta Selatan,215,451,5,4,2,2013,SHM,Sedang,-6.176042501373932,106.75589365801555,3972136230
Jakarta Selatan,267,320,6,5,1,1998,SHM,Bagus,-6.188847323660624,106.9015825539973,3926135150
Jakarta Utara,378,515,5,5,1,1999,Girik,Baru,-6.432289514507368,106.92952353768932,3993516871
Jakarta Timur,512,783,4,3,3,2021,HGB,Baru,-6.137621003317046,106.75649150180794,5818248111
Jakarta Barat,490,530,4,3,0,2004,SHM,Bagus,-6.370538858001206,106.76223003324777,5188825815
Jakarta Timur,267,364,6,6,1,1984,HGB,Bagus,-6.256312645919582,106.77827862235907,3099038325
Jakarta Selatan,324,506,6,6,3,2008,SHM,Bagus,-6.224499145215277,106.87136587674773,5044955793
Jakarta Selatan,248,375,6,6,2,2006,SHM,Bagus,-6.390980126190216,106.73498117705641,4110340890
Bogor,293,521,6,5,3,2004,HGB,Baru,-6.108319060154659,106.71335782364314,2712248435
Jakarta Pusat,565,650,2,2,3,2016,SHM,Baru,-6.279145415369442,106.89723650850736,7235997968
Tangerang,264,519,7,7,1,1994,HGB,Bagus,-6.4298250565409125,106.92931134073382,2857142163
Jakarta Barat,261,469,6,6,0,1983,HGB,Sedang,-6.121958284327755,106.84029740941328,3548617637
Jakarta Utara,470,684,7,6,2,1993,Girik,Bagus,-6.244806254882356,106.79642646728588,5127382530
Tangerang,437,536,6,5,1,1996,HGB,Sedang,-6.205282380706518,106.81825366832848,4188362592
Bogor,123,171,4,3,1,2000,HGB,Bagus,-6.266188473523021,106.80429050683902,1104531723
Jakarta Selatan,577,777,5,4,1,1995,HGB,Bagus,-6.157841715828061,106.98719517063606,8357212090
Jakarta Utara,344,601,7,6,2,2005,SHM,Baru,-6.438403288232377,106.92578876967012,4642532306
Jakarta Selatan,378,555,4,3,0,1988,HGB,Butuh Renovasi,-6.356067572152998,106.74658790875205,5774687842
Jakarta Barat,471,715,1,1,2,1981,SHM,Bagus,-6.285623075259058,106.80294052865727,5759411662
Jakarta Pusat,212,334,2,2,2,2022,SHM,Bagus,-6.423188734290202,106.8540839332362,3244044803
Tangerang,174,344,2,2,0,1994,HGB,Butuh Renovasi,-6.20293266573567,106.87615547586039,1770435154
Tangerang,229,364,5,5,2,2014,SHM,Bagus,-6.312217805080525,106.82981884672921,2154504690
Jakarta Timur,221,279,6,5,3,2003,SHM,Bagus,-6.35456620340615,106.93924052320382,2761482913
Jakarta Utara,253,445,4,3,2,2017,HGB,Sedang,-6.448817403617056,106.92563392622664,3390304056
Bogor,199,466,1,1,1,1993,SHM,Sedang,-6.198059390887516,106.84165053396102,2130965518
Jakarta Timur,196,455,4,4,2,2016,Girik,Sedang,-6.158166741894498,106.95341740377016,2746461772
Jakarta Barat,560,654,6,5,1,2016,SHM,Sedang,-6.3117358125114755,106.92034864974157,6463134178
Bogor,77,201,6,5,2,1985,HGB,Bagus,-6.252523708038322,106.9291461915906,981393590
Jakarta Pusat,245,285,3,2,1,1997,SHM,Sedang,-6.370309680924641,106.98604824941869,3177656551
Jakarta Pusat,310,563,4,3,1,2001,HGB,Bagus,-6.232230823801953,106.76526942118694,4888270526
Jakarta Pusat,314,320,5,4,1,1997,SHM,Baru,-6.44575188958968,106.7656474119574,4060746050
Jakarta Pusat,286,501,4,3,0,1981,HGB,Bagus,-6.278974636015435,106.964464721821,4255748789
Jakarta Timur,345,413,2,1,2,2011,SHM,Sedang,-6.224528081355758,106.92711243948342,3642361627
Depok,175,243,1,1,2,1996,SHM,Sedang,-6.128632879369593,106.9764945732594,1405316157
Bogor,581,661,7,7,3,1980,SHM,Baru,-6.3165324640072,106.70020165130383,4274527735
Jakarta Utara,565,594,5,4,3,1988,SHM,Baru,-6.182183428956639,106.88088226472371,5437600085
Jakarta Barat,92,164,3,2,3,1992,Girik,Bagus,-6.240809539519774,106.72628106819951,1149600752
Bekasi,147,408,1,1,2,2015,SHM,Butuh Renovasi,-6.125545760476221,106.84124710345363,1650436341
Jakarta Selatan,40,128,1,1,0,2016,HGB,Baru,-6.310567813519199,106.7298390181931,1106660610
Jakarta Utara,445,652,7,7,1,2009,HGB,Bagus,-6.338316631044454,106.72098512287516,4854474184
Jakarta Selatan,449,661,2,1,2,2010,SHM,Bagus,-6.139500300457049,106.68389387052225,6576206217
Bogor,217,482,2,2,0,2002,SHM,Sedang,-6.432764459507099,106.88167641996253,2091831850
Jakarta Utara,48,340,2,2,0,2007,SHM,Sedang,-6.402265112473213,106.79488723734083,1222296429
Jakarta Pusat,374,580,5,5,2,1989,SHM,Butuh Renovasi,-6.421158447895585,106.71366025116127,5722271781
Jakarta Pusat,294,370,4,3,1,2004,SHM,Bagus,-6.1549115151982585,106.78330808887402,4176506215
Bekasi,125,412,1,1,0,2015,SHM,Sedang,-6.446287401820388,106.73406210926451,1455046507
Jakarta Selatan,285,331,4,3,2,2005,SHM,Bagus,-6.148419995576033,106.98134234608054,3931737702
Jakarta Barat,290,399,4,3,1,2005,HGB,Bagus,-6.292056271620057,106.78240156344364,3249342767
Bogor,143,342,2,1,3,1992,HGB,Sedang,-6.448591152401111,106.78686512745261,1390140744
Jakarta Pusat,520,729,4,3,0,1996,HGB,Bagus,-6.309424187975785,106.94875456108787,7449615184
Depok,293,446,1,1,0,2019,SHM,Sedang,-6.384619705634238,106.88728184361152,2497738321
Jakarta Timur,317,326,1,1,2,1983,SHM,Bagus,-6.231459829384743,106.90725491436896,3143550914
Jakarta Timur,123,279,6,5,2,2002,SHM,Bagus,-6.212224423527424,106.88352057727647,1921582061
Jakarta Barat,239,499,3,2,1,2014,SHM,Bagus,-6.27936535035825,106.98278281086354,3415096476
Jakarta Timur,51,127,5,4,3,1990,SHM,Bagus,-6.435818166096116,106.74624026609858,938601462
Jakarta Selatan,186,442,4,3,3,1991,HGB,Baru,-6.220354918471479,106.99649255736186,3735664220
Jakarta Pusat,289,419,5,4,2,1988,SHM,Baru,-6.155286425738067,106.94590597681808,4459879314
Jakarta Pusat,223,289,5,4,2,1994,SHM,Sedang,-6.197886502935759,106.86847122844043,3216946808
Depok,364,591,5,4,1,2016,HGB,Butuh Renovasi,-6.159514728365639,106.8919589198068,3127285624
Jakarta Utara,579,741,7,6,2,1984,HGB,Baru,-6.37982166675719,106.8876242804802,6033842346
Jakarta Timur,432,446,6,6,1,1998,SHM,Bagus,-6.13888922112023,106.69868679169893,4619626666
Jakarta Selatan,552,783,5,5,1,1990,SHM,Bagus,-6.337232292273213,106.74976527953022,8624099492
Tangerang,494,688,6,5,3,1988,HGB,Bagus,-6.445308315011803,106.98767068304792,4509687535
Jakarta Timur,365,394,1,1,1,2014,SHM,Bagus,-6.154812923784825,106.850996617235,3609626430
Jakarta Barat,204,499,7,7,3,2006,HGB,Bagus,-6.120362555862346,106.80107315304382,3287073504
Jakarta Utara,401,620,4,3,3,1992,HGB,Bagus,-6.220554630903928,106.92385230828451,4400664825
Jakarta Timur,213,359,6,5,3,1991,HGB,Sedang,-6.368997179337802,106.84784606164986,2926898100
Jakarta Selatan,397,655,3,3,2,1988,SHM,Bagus,-6.361889437501114,106.68421208685821,6178829733
Jakarta Timur,75,366,5,4,3,2021,SHM,Bagus,-6.286692494297533,106.91559603094883,2118772614
Jakarta Barat,451,749,7,6,1,2007,SHM,Bagus,-6.135759122139503,106.91430961921692,5737803188
Tangerang,390,532,3,2,2,1992,SHM,Bagus,-6.397640820348355,106.7328475878752,3572259598
Bogor,290,524,1,1,1,1999,HGB,Sedang,-6.16090921564578,106.98613122829575,2337000831
Bekasi,178,292,1,1,2,1992,Girik,Bagus,-6.348044016953198,106.75165060209316,1738016099
Tangerang,46,135,2,1,1,2006,SHM,Sedang,-6.166994840699815,106.82647979756231,775752689
Jakarta Timur,61,268,5,5,0,2005,SHM,Bagus,-6.1279050808394615,106.7167155076035,1605540020
Jakarta Pusat,456,619,2,2,0,2008,SHM,Bagus,-6.300377144801988,106.87305034222419,6290269971
Depok,256,339,7,7,0,2008,SHM,Sedang,-6.322232271063064,106.80014435841831,2165116569
Jakarta Pusat,531,607,3,2,1,2001,SHM,Sedang,-6.169222538360044,106.79301550790711,7090875751
Tangerang,272,432,4,4,2,1988,SHM,Bagus,-6.264680991167212,106.9446326007107,2871371192
Jakarta Pusat,272,276,2,2,3,2003,HGB,Bagus,-6.210442833037881,106.68305974811216,3360644162
Jakarta Selatan,254,331,1,1,3,2021,SHM,Sedang,-6.2320097670635874,106.93534296668558,3735132363
Jakarta Pusat,522,612,5,4,1,1998,SHM,Baru,-6.396488904024322,106.86286354103939,7057563103
Jakarta Utara,496,582,3,3,1,2017,SHM,Baru,-6.154323373898653,106.99555152431367,4926870395
Bogor,179,448,6,6,1,2010,SHM,Bagus,-6.3814787110054025,106.86862183059337,2237269195
Jakarta Timur,224,327,7,6,1,2018,SHM,Baru,-6.123701249575227,106.69772132292735,2704917318
Jakarta Pusat,290,464,7,7,3,1994,HGB,Bagus,-6.362300048002249,106.696206504462,4832954793
Jakarta Barat,103,156,1,1,2,2011,HGB,Bagus,-6.19314165935419,106.96260895563898,1262996429
Bogor,371,581,6,6,3,2008,SHM,Sedang,-6.350370612277243,106.94918852656353,2817830498
Bogor,444,538,7,6,1,2013,HGB,Bagus,-6.338775106994597,106.79068482418626,3155982204
Jakarta Pusat,335,557,4,3,0,1988,SHM,Bagus,-6.341499351526193,106.87777039493797,5174703494
Bogor,392,400,5,5,3,2014,SHM,Sedang,-6.188237711090871,106.8366692342578,3009412341
Depok,291,343,4,4,0,1985,HGB,Bagus,-6.255114708710712,106.98949249764354,2443447950
Jakarta Pusat,388,464,7,7,0,2016,SHM,Baru,-6.140966640453375,106.9839874882806,5387805673
Jakarta Selatan,556,761,4,4,1,1993,SHM,Sedang,-6.342419548278584,106.99482848273304,7924805591
Tangerang,559,670,7,7,3,1988,SHM,Baru,-6.207802617280139,106.95726360980296,4550060218
Jakarta Utara,319,483,5,5,2,1998,SHM,Baru,-6.186467990117911,106.97105650904804,3736079878
Bekasi,347,625,5,4,3,2002,SHM,Baru,-6.396981260439515,106.74952920920549,3301408927
Bogor,134,160,6,6,2,2020,SHM,Bagus,-6.309793724938066,106.94592217247673,1404444148
Jakarta Selatan,232,301,4,4,2,2007,SHM,Sedang,-6.281013876977356,106.90683427622537,3423189012
Jakarta Timur,517,734,3,3,1,1995,HGB,Sedang,-6.325509413536969,106.98809168282499,5633406672
Jakarta Timur,261,449,6,5,2,2005,SHM,Bagus,-6.337260591410802,106.86280378510165,3376919480
Jakarta Utara,400,523,5,5,3,2017,SHM,Butuh Renovasi,-6.209753037100825,106.70725349334738,4307037274
Bogor,403,421,1,1,3,2019,SHM,Baru,-6.374446760819179,106.8711676451799,2411789265
Depok,110,366,7,7,0,2004,HGB,Bagus,-6.201713239162105,106.89970589696681,1739439611
Jakarta Utara,77,372,6,6,2,2014,SHM,Sedang,-6.122734531263244,106.75050272918799,1959405154
Bogor,457,478,2,2,1,1984,HGB,Sedang,-6.252180867587787,106.80611628272408,3195254748
Jakarta Selatan,216,255,3,3,1,1986,SHM,Baru,-6.235998017141184,106.87152109249654,3182400549
Tangerang,580,617,7,7,3,2002,HGB,Sedang,-6.425873554256569,106.79971383594129,4867293972
Depok,106,153,6,6,2,2004,SHM,Bagus,-6.14743308373376,106.79998326951637,1433354746
Bekasi,140,322,5,4,1,1980,SHM,Bagus,-6.350093274480047,106.7225877245353,1655433894
Jakarta Timur,235,309,5,5,2,2001,SHM,Bagus,-6.234732092065002,106.98103895138486,2432852671
Jakarta Barat,136,344,3,3,2,1983,SHM,Sedang,-6.107310740589319,106.92015820303843,2371986231
Jakarta Selatan,342,524,2,2,0,2007,HGB,Baru,-6.241574089799517,106.68039790043716,5353471016
Jakarta Timur,412,518,6,5,1,1993,SHM,Baru,-6.196351679387468,106.92499625088709,4523188318
Jakarta Pusat,434,621,6,6,0,2012,SHM,Baru,-6.294138133621686,106.91673439765052,6027967863
Jakarta Barat,256,519,4,3,1,1983,HGB,Baru,-6.42887195476973,106.68311390724978,3788278159
Jakarta Timur,217,302,1,1,2,2021,HGB,Baru,-6.170840227678574,106.7982733752364,2425498234
Jakarta Utara,342,478,5,5,1,1990,Girik,Butuh Renovasi,-6.437750405557606,106.87415926090418,3565810700
Depok,557,651,6,5,3,2018,SHM,Bagus,-6.204769759889251,106.82488020859458,4321130680
Jakarta Timur,431,675,6,5,2,2011,SHM,Baru,-6.441977449397627,106.92895555799056,5200813229
Bekasi,39,128,7,7,1,1983,SHM,Bagus,-6.148193167198165,106.81614666644302,803330728
Tangerang,316,374,7,6,0,1980,HGB,Sedang,-6.394827387458457,106.72923615022523,2688573927
Jakarta Utara,250,277,6,5,0,2005,HGB,Sedang,-6.270004976595107,106.99245299976762,2773791647
Jakarta Selatan,455,526,2,2,2,2012,HGB,Sedang,-6.240997253430899,106.75745279768834,6393871826
Jakarta Selatan,136,405,1,1,0,1996,SHM,Baru,-6.289859107419305,106.90966153937323,3183189709
Jakarta Selatan,556,579,6,6,2,2006,HGB,Sedang,-6.3307327787278895,106.7258100197325,7311641130
Jakarta Selatan,344,455,3,2,2,2021,HGB,Bagus,-6.2862649963366595,106.78528403641086,5205717121
Tangerang,545,844,5,5,2,1984,SHM,Bagus,-6.341004486141594,106.82144883469773,4980234681
Jakarta Timur,98,153,4,4,1,1986,HGB,Butuh Renovasi,-6.296657178521698,106.74151424144867,1385718501
Bogor,261,483,7,6,2,2004,SHM,Sedang,-6.324380453150689,106.82398706443796,2702661303
Jakarta Timur,140,259,3,2,0,1987,HGB,Sedang,-6.251828311772499,106.73029210335737,1840365733
Jakarta Pusat,460,638,5,5,3,2013,Girik,Baru,-6.366726543214256,106.85888209247548,6622521699
Depok,290,577,7,6,1,2020,SHM,Bagus,-6.1039702057800955,106.89238824080647,2879220178
Jakarta Barat,464,744,2,1,0,1983,HGB,Butuh Renovasi,-6.274695516316242,106.69997897088896,5442605699
Bogor,469,657,7,6,2,1991,SHM,Bagus,-6.382043272904922,106.95876227874629,3664636845
Bogor,242,307,1,1,2,2010,HGB,Baru,-6.283026637651455,106.73924508321346,1796764990
Jakarta Timur,63,360,1,1,3,1990,HGB,Sedang,-6.146754704666312,106.7521159761025,1663356236
Bogor,371,619,5,5,0,2016,HGB,Baru,-6.442367622406461,106.89163194882659,3051007343
Jakarta Pusat,104,179,3,2,1,2023,HGB,Sedang,-6.212156058312448,106.83000033933902,1694886349
Jakarta Barat,548,684,4,4,0,2015,SHM,Sedang,-6.258211271122125,106.83980659173474,6231701560
Bekasi,202,365,2,2,2,2001,SHM,Bagus,-6.390654701970453,106.72100959506021,1916595151
Tangerang,403,635,5,4,1,1980,HGB,Bagus,-6.1638832462432775,106.93783546300045,3589392830
Jakarta Timur,286,540,2,1,2,1983,SHM,Bagus,-6.320890382169098,106.87745735875335,3671485120
Tangerang,205,498,1,1,2,2015,HGB,Sedang,-6.347169289914572,106.72332225385904,2381614446
Bekasi,125,294,6,5,0,1987,SHM,Bagus,-6.160156182850084,106.79967979744819,1667466675
Jakarta Timur,596,769,6,6,3,2004,HGB,Bagus,-6.226516233832918,106.93933117847521,6651770943
Jakarta Timur,481,498,4,4,2,2007,SHM,Sedang,-6.135609320713812,106.86187361471572,4986280018
Jakarta Barat,329,398,2,2,0,2017,HGB,Bagus,-6.22954070371508,106.71476760932255,3660708930
Tangerang,185,300,5,4,1,2015,HGB,Bagus,-6.19071381972376,106.79928865465257,1586967924
Jakarta Selatan,167,246,4,3,3,2015,SHM,Sedang,-6.157243936309135,106.75766220750585,2701957622
Tangerang,468,482,7,7,2,2022,SHM,Butuh Renovasi,-6.430841127431522,106.8455889771692,3799661232
Depok,94,269,7,7,2,2020,HGB,Baru,-6.178382864395717,106.94987556123904,1744154503
Depok,234,502,3,3,1,1983,HGB,Baru,-6.235202731352648,106.81960548313742,2476406572
Jakarta Timur,250,368,6,6,0,1992,SHM,Bagus,-6.425672271219683,106.81866944971787,2990557926
Jakarta Selatan,596,894,5,4,2,2017,Girik,Sedang,-6.2719977273459495,106.96971228874465,8955294360
Jakarta Utara,507,694,2,2,1,2004,SHM,Bagus,-6.421139672705617,106.86437933200233,5202393674
Bekasi,282,338,4,4,2,1982,SHM,Butuh Renovasi,-6.192418479396872,106.86118114796717,2168240938
Jakarta Pusat,417,615,5,4,0,2011,HGB,Baru,-6.2587244001357405,106.76381116540013,6445426535
Jakarta Selatan,274,290,4,4,3,2018,SHM,Baru,-6.116249261905695,106.87447127930788,3807309724
Jakarta Pusat,402,689,4,4,0,1980,SHM,Baru,-6.3859026199498805,106.86429134957356,6370374514
Tangerang,203,257,4,4,0,1990,HGB,Sedang,-6.2378882916178675,106.8069924705094,1868500428
Tangerang,595,863,2,2,0,1981,HGB,Baru,-6.375946252900328,106.99702258108773,5125800153
Jakarta Pusat,86,172,5,5,1,1984,SHM,Bagus,-6.23507725534541,106.9622051087834,1541103094
Bekasi,415,443,1,1,2,2001,HGB,Bagus,-6.1970726041737,106.91986761282459,3174841038
Jakarta Selatan,509,530,1,1,3,1992,SHM,Sedang,-6.197193484734662,106.85195058829217,6628351904
Jakarta Utara,115,399,2,1,1,2002,SHM,Baru,-6.164724103261086,106.82785913660628,2242060173
Jakarta Timur,402,449,7,6,0,2010,HGB,Sedang,-6.151257420214589,106.73916716647143,4360800290
Jakarta Barat,496,500,2,2,3,2014,SHM,Bagus,-6.422954895806488,106.77783599168468,5376697018
Tangerang,574,823,6,5,0,2017,HGB,Butuh Renovasi,-6.329856495024659,106.92766745594344,5120447655
Depok,487,649,4,3,0,2020,HGB,Sedang,-6.209507117874068,106.82519966526002,3823908295
Bekasi,499,700,5,4,0,2014,HGB,Bagus,-6.275494799413075,106.96232624530224,4281343681
Jakarta Barat,513,613,5,4,3,1992,SHM,Butuh Renovasi,-6.383263418635823,106.72733156363057,5769446544
Jakarta Utara,455,525,3,2,2,1986,SHM,Baru,-6.256551650441655,106.84267107072436,4595712565
Bogor,249,411,3,2,0,1984,SHM,Sedang,-6.30739752153185,106.88702901888682,2072287849
Jakarta Timur,404,576,1,1,2,2008,HGB,Bagus,-6.313486602820993,106.84539150601854,4388459569
Tangerang,149,289,3,2,3,1987,SHM,Bagus,-6.166586198897518,106.96455260530719,1624886594
Jakarta Timur,538,675,3,3,3,1987,SHM,Baru,-6.307340583158736,106.99666025018533,5862397606
Jakarta Barat,346,411,1,1,0,1986,HGB,Bagus,-6.440740923081852,106.71706709066925,3835724916
Jakarta Timur,504,701,6,6,2,1998,HGB,Baru,-6.429677831388118,106.72158556930462,5440404649
Bogor,79,306,7,6,2,2018,SHM,Bagus,-6.150314585407933,106.72170371633925,1432447190
Jakarta Barat,450,730,1,1,0,2002,Girik,Baru,-6.113789716495617,106.89797667074257,5417314882
Tangerang,281,452,7,6,1,2015,SHM,Sedang,-6.209056732240502,106.79925635055868,2608078260
Jakarta Selatan,119,158,3,3,1,2021,SHM,Bagus,-6.322471097064972,106.91466069160509,1971826667
Depok,242,248,5,5,3,2011,SHM,Sedang,-6.121489889471845,106.80975087132384,2257996337
Jakarta Barat,186,359,3,2,3,1983,SHM,Sedang,-6.218018919768492,106.88083415082626,2874550834
Bogor,563,713,4,4,1,2009,HGB,Baru,-6.154483257780232,106.92635456181725,3741906784
Jakarta Barat,200,410,7,6,1,2021,SHM,Baru,-6.181951693587046,106.85542909140958,3101679432
Jakarta Barat,180,265,7,7,1,2018,SHM,Bagus,-6.317301239479592,106.852641148944,2345050441
Tangerang,72,324,4,4,0,1984,HGB,Butuh Renovasi,-6.282454229702225,106.7082349840914,1255965485
Jakarta Barat,368,388,4,4,0,1982,HGB,Bagus,-6.384853745971165,106.81145015773102,3871372973
Depok,438,694,6,5,0,2001,Girik,Sedang,-6.3477950648457435,106.85464868903199,3499103860
Jakarta Timur,449,481,2,2,0,2007,SHM,Sedang,-6.177656018549717,106.82783386421326,4135117521
Tangerang,80,339,4,4,0,2001,SHM,Butuh Renovasi,-6.137107562840912,106.9682502400603,1410379312
Depok,437,670,7,6,0,2001,SHM,Bagus,-6.1964388518620055,106.97008980227824,3861155342
Tangerang,241,243,5,5,3,2013,HGB,Bagus,-6.287189206170177,106.9430135617884,2050693941
Depok,97,323,7,6,2,2008,HGB,Sedang,-6.419721755871088,106.8000953841194,1385941686
Bogor,455,738,7,6,3,2022,Girik,Sedang,-6.430068217955543,106.90953572854,3840190500
Depok,503,572,6,6,2,2021,HGB,Sedang,-6.318986052385501,106.80649230754229,4127316017
Jakarta Pusat,54,307,2,1,3,1992,HGB,Bagus,-6.287662398431318,106.75442995167225,1816335614
Depok,400,543,2,2,3,1986,Girik,Bagus,-6.236807782225346,106.78972884593628,3136330585
Jakarta Selatan,335,358,4,4,0,1989,SHM,Bagus,-6.447728667514551,106.70270868265138,4703130377
Jakarta Selatan,42,275,3,2,0,2007,SHM,Sedang,-6.103596988336792,106.78616880288149,1625438084
Bekasi,463,637,7,7,2,1983,SHM,Bagus,-6.322621390808585,106.82743750952358,4028814963
Jakarta Pusat,152,310,1,1,2,2011,SHM,Baru,-6.153166867669607,106.98575388632986,2665827961
Jakarta Pusat,542,827,3,2,0,2001,SHM,Baru,-6.262761653017108,106.78029138759028,7755712885
Jakarta Timur,581,598,3,2,3,1999,SHM,Sedang,-6.404346190913329,106.96878513254576,5635394207
